N,fnet,fsum,v,zeta
36,0.0008468805382168391,0.004340167137984272,0.0001367928668672441,4.944978992081378
23,0.0006994956061916709,0.0030340381128359287,0.0003855859097174111,3.0481581145585404
7,0.0007781962537705617,0.0008175073417086306,0.0005790959916716361,0.9473606874449535
5,0.0005977751099618021,0.0006355360028939764,0.000314514928673359,0.6740718346682444
29,0.0013796480422617848,0.003245903195869163,0.0003976753588579923,3.870604297458521
16,0.0009983593355812372,0.0017385901323479403,0.00032948243693412443,2.18243000057237
41,0.0008040798786869737,0.005021991508933163,7.742880569990148e-05,5.463213940647197
7,0.0005627285885993901,0.0009523573245829451,0.00015658934377863783,0.9943405996820437
6,0.0003838767982685081,0.000513525698829354,0.00015510829559598017,0.9062967081536593
4,9.942151966432677e-05,0.00042071810042139363,0.0001854337784196057,0.6297137393072403
10,0.0007012529482107837,0.001187356338521103,0.00034425045121958534,1.3194173750469589
19,0.001415382069976514,0.002523960121595771,0.000473695206171262,2.6345197633633415
4,0.0005284292002774189,0.0005675349030176143,0.00020084489152756582,0.5656784684122742
16,0.0012891790282424783,0.0021583948514984274,0.0005758226568005858,2.0887142675608423
10,0.000252204668110192,0.0010759110483879988,9.337228500819774e-06,1.3922611218424
6,0.0006720240225355126,0.0007051116041117083,0.00018295221820887857,0.8369218442184579
16,0.0007358773817730685,0.002003862064404998,0.0003399674589622376,2.2219782560474863
10,0.0005404991912746558,0.0011568788726399313,0.0001944775419086398,1.399636771783667
5,0.0006893868630496279,0.0007299933166829429,0.0005691646445330038,0.6625804509579353
15,0.0008773047501088529,0.001601627340496934,0.0004516338200899369,1.96656614323029
9,0.0010200308581936562,0.0011075037578805339,0.000478993536755505,1.1638939259793466
13,0.0003484354588953238,0.0012159705104328002,0.0004028012004831034,1.7214992682792563
9,0.0005184570498901,0.0007096218823367174,0.0007362847751704336,1.28232460097856
7,0.0006656559632726738,0.0008056611115306786,0.0003050520899260894,0.9560873727687874
7,0.0005053119335027224,0.0007773272209907949,0.0004960015355380765,0.8950832278634259
7,0.0004047657077428634,0.0007470224028871715,0.0004121621693409006,1.0013027479495848
12,0.0003439639177344233,0.0014002486991581955,7.365370101862952e-05,1.7883500322443406
13,0.0011725516815713182,0.0014720550570578716,0.00029366258838944267,1.8358931323330427
4,0.00012227209562670657,0.00041881245026121374,5.8531502016065104e-05,0.5520688302655536
4,0.00027705499068493133,0.00027808801388786846,0.0007063565749147541,0.4932145464730721
21,0.0013108537250841252,0.0023807735521099564,0.0005209335348646586,2.825588837881452
5,0.0001473092981134902,0.00045481049869990867,9.368592710444192e-05,0.7334121298090326
5,0.0005771823015809713,0.0007071111797238431,0.00037128272613319704,0.6646518848663313
5,0.0003595427144320818,0.0006186478166500058,8.780186217205323e-05,0.7305244610487
7,0.0010000915887388856,0.0010497567061813846,0.0003230172374155085,0.9523065025435589
13,0.0008047855940373341,0.0014967326899614918,0.00030192591522282584,1.6823232546642164
4,0.00012868283007476305,0.00031508570631840784,7.526810016331391e-05,0.4984194173647985
5,0.00045948426682880457,0.0005297274758702339,0.00023216477354536712,0.7258722502813861
6,0.0007789919535230283,0.0008233813563565914,0.0003637080167386314,0.780646150141012
7,0.0008837285253031013,0.0009292503654073964,0.00044182165236396565,0.8932229286093727
4,0.00035452232163662474,0.0003672119437247484,0.00031646823279990287,0.5050592223821483
4,0.000542675476467029,0.0005772499082550368,0.00017190388644096991,0.5423373037641557
4,0.00026303512677123723,0.00036209655600408106,0.0005080012145626844,0.5066899801186237
5,3.16427329497847e-05,3.244527116450049e-05,0.00037785194555195695,0.5577503349882035
3306,0.007255991810077482,0.2975494965436747,1.4050519062301475e-05,404.7174979442819
