t,Q,n_cl,lcf,nullQ,ARI,edge_jac,sigv2,file,case,seed,alpha,s_ratio,chi,ari_floor
234000.0,0.9097977868596615,16,0.9175,,0.5056855374723396,0.36299855838539163,3.844110299395969e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
236000.0,0.9069282416118241,21,0.90625,,0.48686629091980343,0.35459897693272846,3.594977786412715e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
238000.0,0.908710363135548,15,0.91075,,0.5373312742772981,0.33983771251931993,3.3444465740409566e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
240000.0,0.9092629784854902,14,0.91025,,0.5554954769204773,0.36002678913126673,3.674756771712421e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
242000.0,0.9100122537365587,15,0.898,,0.4832433439872594,0.3530438154323381,4.289085914547825e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
244000.0,0.9094782312755227,14,0.9015,,0.5944443469124927,0.370253164556962,4.129952777022487e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
246000.0,0.9093978314177712,17,0.89825,,0.5807892917736058,0.3554593554593555,3.2038439503772837e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
248000.0,0.9122142772840026,16,0.89825,,0.5838334940100178,0.34534041525832926,3.4974251189347073e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
250000.0,0.9102896619166174,15,0.89975,,0.5591286120297532,0.3610419459873587,4.467651958964856e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
252000.0,0.9096734977413244,17,0.8815,,0.5677928607499845,0.3538461538461538,4.012249895031606e-09,bidisperse_a0.005_sr0.667_x0.5_N4000_L24_T400000_seed2.npz,bidisperse,2,0.005,0.6666666666666666,0.5,0.6257537355636996
